no;year;group;y;id
751;0;0;0;51
752;0.578612305;0;1;51
753;4.646825377;0;0;51
754;6.503311842;0;0;51
755;8.36469903;0;0;51
756;9.41111233;0;0;51
757;10.72351478;0;0;51
758;13.02105878;0;0;51
759;13.66065647;0;0;51
760;15.76933996;0;0;51
761;15.79472179;0;0;51
762;16.49053343;0;0;51
763;18.23402328;0;0;51
764;21.1233385;0;0;51
765;21.55998849;0;0;51
766;0;0;0;52
767;0.09210569;0;0;52
768;0.170837721;0;0;52
769;2.697172004;0;0;52
770;9.611415392;0;1;52
771;10.46672896;0;0;52
772;12.17057183;0;1;52
773;15.19669903;0;1;52
774;15.31949122;0;0;52
775;17.94711367;0;1;52
776;18.56347831;0;1;52
777;18.90508378;0;1;52
778;21.18103245;0;1;52
779;21.79997059;0;1;52
780;24.873411;0;1;52
781;0;1;0;53
782;0.02979071;1;0;53
783;0.571367086;1;0;53
784;3.708809795;1;0;53
785;4.305627401;1;1;53
786;7.895319728;1;1;53
787;8.059638797;1;1;53
788;10.42286374;1;1;53
789;16.18367539;1;1;53
790;19.83060419;1;1;53
791;20.10640698;1;1;53
792;21.87205969;1;1;53
793;23.11197467;1;1;53
794;24.72408528;1;1;53
795;24.80426548;1;1;53
796;0;0;0;54
797;1.23410743;0;0;54
798;1.723314921;0;0;54
799;1.7907514;0;0;54
800;3.985887003;0;0;54
801;6.235164631;0;0;54
802;6.944232935;0;0;54
803;8.033211087;0;0;54
804;12.24592629;0;0;54
805;13.19822501;0;0;54
806;13.93593958;0;0;54
807;14.93383707;0;0;54
808;17.37551743;0;0;54
809;19.88555051;0;0;54
810;23.71578768;0;0;54
811;0;1;0;55
812;0.917608995;1;1;55
813;3.603807878;1;1;55
814;3.642719064;1;1;55
815;5.093595339;1;1;55
816;5.908497225;1;1;55
817;10.30707782;1;1;55
818;12.05644779;1;1;55
819;12.35730905;1;1;55
820;12.84452848;1;1;55
821;14.23381722;1;1;55
822;14.38589175;1;1;55
823;16.33569551;1;1;55
824;17.07525706;1;1;55
825;22.20928963;1;1;55
826;0;1;0;56
827;0.386941724;1;0;56
828;3.20161049;1;0;56
829;6.26946335;1;0;56
830;6.470030034;1;0;56
831;8.28867479;1;0;56
832;10.18173225;1;0;56
833;15.88418942;1;0;56
834;16.36001916;1;0;56
835;16.89725003;1;0;56
836;20.18747773;1;0;56
837;20.21530112;1;0;56
838;20.32782831;1;0;56
839;20.4866785;1;0;56
840;22.89965833;1;0;56
841;0;0;0;57
842;0.46920543;0;0;57
843;2.592789172;0;0;57
844;5.085427541;0;1;57
845;5.48556365;0;1;57
846;7.014129369;0;1;57
847;7.078317431;0;0;57
848;10.19076644;0;1;57
849;11.53422317;0;0;57
850;12.2356951;0;1;57
851;13.56329034;0;1;57
852;20.0287184;0;1;57
853;20.29298961;0;1;57
854;22.88181564;0;1;57
855;23.34241301;0;1;57
856;0;1;0;58
857;1.174842013;1;1;58
858;1.235389919;1;0;58
859;3.031801357;1;0;58
860;6.481121026;1;1;58
861;6.569907605;1;1;58
862;9.036655515;1;0;58
863;9.146136831;1;1;58
864;11.76704584;1;0;58
865;11.94555074;1;1;58
866;12.21238706;1;1;58
867;16.69100578;1;1;58
868;17.37763111;1;1;58
869;18.71982203;1;1;58
870;24.2160292;1;1;58
871;0;0;1;59
872;1.896428259;0;0;59
873;3.152069636;0;0;59
874;3.480091033;0;0;59
875;7.375231781;0;1;59
876;7.781770226;0;1;59
877;9.081539168;0;0;59
878;14.04189022;0;0;59
879;14.74754059;0;0;59
880;15.13967104;0;1;59
881;17.218028;0;1;59
882;18.58012288;0;1;59
883;19.38243074;0;1;59
884;22.10334018;0;1;59
885;24.77585797;0;1;59
886;0;0;0;60
887;0.102673512;0;0;60
888;1.338423364;0;1;60
889;2.430986392;0;0;60
890;7.233803626;0;1;60
891;8.488887851;0;0;60
892;11.27922266;0;0;60
893;11.57438028;0;1;60
894;14.30184302;0;1;60
895;16.43052651;0;1;60
896;16.66264293;0;1;60
897;17.59532375;0;0;60
898;18.02100875;0;1;60
899;18.34880372;0;1;60
900;19.29773706;0;1;60
901;0;1;0;61
902;0.229498645;1;0;61
903;2.998222021;1;0;61
904;3.251114883;1;0;61
905;5.905873398;1;0;61
906;6.568906945;1;0;61
907;8.155828668;1;0;61
908;13.75647616;1;1;61
909;15.31808671;1;1;61
910;17.87833819;1;1;61
911;18.15997221;1;1;61
912;18.40835073;1;1;61
913;22.45902078;1;1;61
914;24.06053303;1;1;61
915;24.79363088;1;1;61
916;0;1;0;62
917;1.05901697;1;0;62
918;1.878629415;1;0;62
919;2.856356755;1;0;62
920;3.004537191;1;0;62
921;3.932382166;1;0;62
922;6.770385813;1;0;62
923;10.61130238;1;0;62
924;10.9011918;1;0;62
925;11.71547906;1;0;62
926;12.61099527;1;0;62
927;15.44815308;1;0;62
928;16.18605359;1;0;62
929;22.22553732;1;0;62
930;23.72063127;1;0;62
931;0;1;0;63
932;0.326025742;1;0;63
933;2.682366373;1;0;63
934;3.516154736;1;0;63
935;4.244226252;1;0;63
936;12.69207158;1;0;63
937;13.18487352;1;0;63
938;13.70080719;1;0;63
939;15.79625438;1;0;63
940;16.8388747;1;0;63
941;17.32997253;1;0;63
942;19.04963308;1;0;63
943;21.52473394;1;0;63
944;22.2928433;1;0;63
945;23.0266301;1;0;63
946;0;1;0;64
947;3.714842815;1;0;64
948;5.572032923;1;0;64
949;6.485666754;1;0;64
950;7.443076954;1;0;64
951;10.51958439;1;0;64
952;13.66306986;1;0;64
953;14.14135859;1;0;64
954;16.74008865;1;0;64
955;16.88405953;1;0;64
956;18.63354606;1;0;64
957;18.91625332;1;0;64
958;18.97917005;1;0;64
959;20.28659144;1;0;64
960;23.56497155;1;0;64
961;0;1;0;65
962;0.501711655;1;0;65
963;1.27200284;1;0;65
964;1.78579624;1;0;65
965;9.522592503;1;0;65
966;12.78286491;1;0;65
967;13.56495926;1;0;65
968;14.58907158;1;0;65
969;16.70809109;1;1;65
970;19.06876473;1;1;65
971;19.94757343;1;1;65
972;20.5118628;1;1;65
973;21.309115;1;0;65
974;22.5840572;1;1;65
975;23.09248033;1;1;65
976;0;0;0;66
977;0.097408576;0;0;66
978;1.047987462;0;0;66
979;1.304965396;0;0;66
980;7.846064301;0;1;66
981;7.988830737;0;1;66
982;9.093567368;0;1;66
983;9.598416789;0;1;66
984;13.28523339;0;1;66
985;14.40612922;0;1;66
986;14.77984393;0;1;66
987;20.20965638;0;1;66
988;21.41492417;0;1;66
989;21.66400449;0;1;66
990;23.98664459;0;1;66
991;0;0;0;67
992;3.431090439;0;0;67
993;3.96720994;0;1;67
994;5.102397082;0;1;67
995;8.700376318;0;1;67
996;13.14935685;0;1;67
997;13.86704574;0;1;67
998;14.90907402;0;1;67
999;17.11216182;0;1;67
1000;17.44866446;0;1;67
1001;19.26557404;0;1;67
1002;19.62328891;0;1;67
1003;21.82878419;0;1;67
1004;22.17156429;0;1;67
1005;23.94174356;0;1;67
1006;0;1;0;68
1007;0.592216081;1;0;68
1008;2.323145512;1;0;68
1009;3.896853764;1;0;68
1010;4.045230255;1;0;68
1011;7.601311727;1;0;68
1012;8.545361104;1;1;68
1013;9.729258076;1;0;68
1014;10.13541238;1;0;68
1015;10.38143633;1;0;68
1016;10.438874;1;1;68
1017;12.25560496;1;1;68
